Track Name,Acousticness,Danceability,Duration,Energy,Instrumentalness,Loudness,Speechiness,Tempo,Valence
epiphany,0.731,0.354,289749,0.267,0.000402,-13.69,0.0281,94.219,0.113
betty,0.6,0.593,294521,0.377,0,-8.761,0.0253,95.939,0.502
peace,0.918,0.647,234000,0.272,1.73e-05,-12.906,0.0916,150.044,0.339
hoax,0.966,0.662,220043,0.181,3.86e-06,-15.065,0.0415,118.819,0.429
I Forgot That You Existed,0.298,0.664,170640,0.316,2.03e-06,-10.345,0.519,92.875,0.541
Cruel Summer,0.117,0.552,178427,0.702,2.06e-05,-5.707,0.157,169.994,0.564
Lover,0.492,0.359,221307,0.543,1.58e-05,-7.582,0.0919,68.534,0.453
The Man,0.0767,0.777,190360,0.658,0,-5.191,0.054,110.048,0.633
The Archer,0.12,0.292,211240,0.574,0.00569,-9.375,0.0401,124.344,0.166
I Think He Knows,0.00889,0.897,173387,0.366,0.000353,-8.029,0.0569,100.003,0.416
Miss Americana & The Heartbreak Prince,0.028,0.662,234147,0.747,0.00615,-6.926,0.0736,150.088,0.487
Paper Rings,0.0129,0.811,222400,0.719,1.36e-05,-6.553,0.0497,103.979,0.865
Cornelia Street,0.781,0.824,287267,0.624,0.000189,-9.728,0.0827,102.012,0.248
Death By A Thousand Cuts,0.454,0.712,198533,0.732,0,-6.754,0.0629,94.071,0.313
London Boy,0.0246,0.695,190240,0.71,0.000104,-6.639,0.05,157.925,0.557
Soon You’ll Get Better (feat. The Chicks),0.907,0.433,201587,0.182,0,-12.566,0.0641,207.476,0.421
False God,0.736,0.739,200307,0.32,0.000147,-10.862,0.239,79.97,0.351
You Need To Calm Down,0.00929,0.771,171360,0.671,0,-5.617,0.0553,85.026,0.714
Afterglow,0.13,0.756,223293,0.449,0,-8.746,0.0344,111.011,0.399
ME! (feat. Brendon Urie of Panic! At The Disco),0.033,0.61,193000,0.83,0,-4.105,0.0571,182.162,0.728
It’s Nice To Have A Friend,0.971,0.737,150440,0.175,0.000337,-9.912,0.0401,70.008,0.545
Daylight,0.808,0.557,293453,0.496,0.000173,-9.602,0.0563,149.983,0.265
...Ready For It?,0.0527,0.613,208187,0.764,0,-6.509,0.136,160.015,0.417
End Game,0.00845,0.649,244827,0.589,0,-6.237,0.0558,159.073,0.151
I Did Something Bad,0.0679,0.696,238253,0.602,2.11e-05,-6.156,0.159,82.989,0.305
Don’t Blame Me,0.106,0.615,236413,0.534,1.76e-05,-6.719,0.0386,135.917,0.193
Delicate,0.216,0.75,232253,0.404,0.000357,-10.178,0.0682,95.045,0.0499
Look What You Made Me Do,0.204,0.766,211853,0.709,1.41e-05,-6.471,0.123,128.07,0.506
So It Goes...,0.122,0.574,227907,0.61,1.1e-06,-7.283,0.0732,74.957,0.374
Gorgeous,0.0713,0.8,209680,0.535,9.48e-06,-6.684,0.135,92.027,0.451
Getaway Car,0.00465,0.562,233627,0.689,2.23e-06,-6.745,0.127,172.054,0.351
King Of My Heart,0.00882,0.675,214320,0.703,2.21e-06,-7.902,0.0382,110.01,0.314
Dancing With Our Hands Tied,0.0604,0.624,211507,0.691,1.1e-05,-6.686,0.196,160.024,0.284
Dress,0.0329,0.719,230373,0.469,0,-8.792,0.0533,120.085,0.0851
This Is Why We Can't Have Nice Things,0.0156,0.567,207133,0.789,0,-5.986,0.115,163.96,0.438
Call It What You Want,0.186,0.598,203507,0.504,0.000221,-9.874,0.0731,163.954,0.252
New Year’s Day,0.921,0.661,235467,0.151,0,-12.864,0.0354,94.922,0.23
All Too Well,0.0448,0.602,329160,0.605,0.000334,-7.803,0.0244,93.061,0.316
Wildest Dreams,0.0692,0.55,220440,0.688,0.00144,-7.416,0.0897,139.997,0.465
The Best Day,0.639,0.669,246307,0.448,4.06e-06,-8.566,0.0285,126.068,0.383
Red,0.0779,0.605,223093,0.899,0.000125,-4.273,0.0423,124.985,0.647
Holy Ground,0.0162,0.627,202960,0.816,0.00208,-6.698,0.0774,157.043,0.648
Teardrops On My Guitar - Radio Single Remix,0.313,0.626,204707,0.427,0,-6.993,0.0234,99.959,0.263
Our Song,0.114,0.545,203440,0.663,0,-5.05,0.0363,178.013,0.565
22,0.00254,0.66,232120,0.733,0.00146,-6.564,0.0379,104.009,0.68
I Knew You Were Trouble.,0.00476,0.536,219720,0.464,2.67e-06,-6.761,0.0412,77.318,0.665
I Don’t Wanna Live Forever (Fifty Shades Darker),0.0586,0.731,247160,0.445,1.96e-05,-8.418,0.0533,117.97,0.106
Mean,0.451,0.576,238693,0.754,0,-3.982,0.0428,163.886,0.79
How You Get The Girl,0.00364,0.765,247533,0.656,0.00868,-6.112,0.0504,119.997,0.545
So It Goes...,0.122,0.574,227907,0.61,1.1e-06,-7.283,0.0732,74.957,0.374
Fifteen,0.0717,0.55,295320,0.628,0,-4.437,0.0269,95.122,0.211
Mine,0.00302,0.621,231867,0.779,3.22e-06,-2.943,0.0301,121.034,0.67
Sparks Fly,0.041,0.61,262920,0.782,0,-2.98,0.0309,114.977,0.399
State Of Grace,0.000184,0.591,295720,0.828,0.00113,-5.895,0.0333,129.962,0.383
Haunted,0.0648,0.431,245413,0.949,0,-2.622,0.0605,162.012,0.37
Never Grow Up,0.824,0.714,292920,0.309,0,-8.828,0.0302,124.894,0.545
Treacherous,0.101,0.704,242760,0.621,4.3e-06,-8.086,0.0334,109.995,0.395
Babe,0.0221,0.577,215107,0.784,0,-3.266,0.101,171.791,0.643
Welcome To New York,0.0348,0.789,212600,0.634,1.64e-06,-4.762,0.0323,116.992,0.658
Fearless,0.0377,0.603,242973,0.718,0,-4.401,0.0272,100.163,0.429
Enchanted,0.0717,0.535,353253,0.626,0.00127,-3.895,0.0274,81.963,0.218
Change,0.00418,0.543,281053,0.763,0,-4.206,0.0376,96.006,0.234
Ours,0.469,0.61,239347,0.56,0,-7.392,0.0279,159.837,0.228
Out Of The Woods,0.000743,0.553,235800,0.841,1.19e-05,-6.937,0.0396,92.008,0.338
Come Back...Be Here,0.00471,0.483,223920,0.548,2.01e-06,-6.291,0.0254,79.926,0.217
A Place in this World,0.0577,0.573,202080,0.767,0,-2.929,0.0323,114.984,0.438
This Love,0.678,0.481,250093,0.435,0,-8.795,0.0321,143.95,0.107
The Lucky One,0.0352,0.706,240267,0.505,0,-7.639,0.0358,117.935,0.561
Invisible,0.56,0.609,205853,0.383,0,-5.732,0.0243,96.005,0.224
Breathe,0.416,0.442,264947,0.48,0,-7.405,0.0281,73.849,0.167
Better Man,0.123,0.502,263613,0.843,0,-3.648,0.0378,143.944,0.507
Jump Then Fall,0.113,0.617,238093,0.699,0,-5.712,0.0274,80.007,0.818
Begin Again,0.199,0.53,239427,0.526,3.52e-06,-8.349,0.0263,79.025,0.323
Tied Together with a Smile,0.521,0.479,251213,0.547,0,-4.948,0.0275,146.147,0.238
The Story Of Us,0.00556,0.547,267653,0.808,0.000304,-3.63,0.0398,139.908,0.65
Forever & Always,0.0806,0.607,226293,0.829,0,-5.02,0.0588,128.057,0.52
Hey Stephen,0.191,0.843,256040,0.541,1.85e-06,-7.361,0.0318,116.001,0.838
Speak Now,0.0991,0.712,243347,0.603,0,-3.753,0.0304,118.986,0.714
Wonderland,0.0493,0.422,245560,0.692,2.57e-05,-5.447,0.0549,184.014,0.197
White Horse,0.314,0.578,235400,0.348,0,-8.066,0.0257,92.673,0.218
I'm Only Me When I'm With You,0.00454,0.556,215600,0.933,0.000469,-3.685,0.072,143.936,0.521
Starlight,0.0192,0.649,220600,0.777,0.000487,-5.797,0.0391,126.014,0.616
I Know Places,0.245,0.602,195707,0.755,0,-4.991,0.071,159.965,0.495
Welcome To New York,0.0348,0.789,212600,0.634,1.64e-06,-4.762,0.0323,116.992,0.658
Blank Space,0.103,0.76,231827,0.703,0,-5.412,0.054,95.997,0.57
Style,0.00245,0.588,231000,0.791,0.00258,-5.595,0.0402,94.933,0.487
Out Of The Woods,0.000743,0.553,235800,0.841,1.19e-05,-6.937,0.0396,92.008,0.338
All You Had To Do Was Stay,0.00201,0.605,193293,0.725,2.02e-05,-5.729,0.0323,96.97,0.539
Shake It Off,0.0647,0.647,219200,0.8,0,-5.384,0.165,160.078,0.942
I Wish You Would,0.0158,0.653,207440,0.893,4.95e-05,-5.966,0.0538,118.035,0.513
Bad Blood,0.0885,0.646,211933,0.794,6.16e-06,-6.104,0.19,170.216,0.287
Wildest Dreams,0.0692,0.55,220440,0.688,0.00144,-7.416,0.0897,139.997,0.465
How You Get The Girl,0.00364,0.765,247533,0.656,0.00868,-6.112,0.0504,119.997,0.545
This Love,0.678,0.481,250093,0.435,0,-8.795,0.0321,143.95,0.107
I Know Places,0.245,0.602,195707,0.755,0,-4.991,0.071,159.965,0.495
Clean,0.232,0.815,271000,0.377,0,-7.754,0.0346,103.97,0.211
Wonderland,0.0493,0.422,245560,0.692,2.57e-05,-5.447,0.0549,184.014,0.197
You Are In Love,0.707,0.474,267107,0.48,0.000108,-8.894,0.0622,170.109,0.319
New Romantics,0.00463,0.633,230467,0.889,0.000458,-5.87,0.0715,121.956,0.584
I Know Places - Voice Memo,0.829,0.592,216333,0.128,0,-17.932,0.589,78.828,0.15
I Wish You Would - Voice Memo,0.717,0.781,107133,0.357,0,-16.394,0.912,118.317,0.645
Blank Space - Voice Memo,0.801,0.675,131187,0.234,0,-15.064,0.721,127.296,0.578
Welcome To New York,0.038,0.793,212600,0.634,1.76e-06,-4.807,0.0324,117.024,0.615
Blank Space,0.085,0.753,231827,0.678,1.64e-06,-5.421,0.0644,96.006,0.583
Style,0.00253,0.598,231000,0.786,0.0016,-5.572,0.0383,95.019,0.456
Out Of The Woods,0.00103,0.552,235800,0.842,1.17e-05,-6.938,0.0373,91.991,0.343
All You Had To Do Was Stay,0.00196,0.602,193293,0.736,4.57e-05,-5.778,0.0338,96.969,0.471
Shake It Off,0.0561,0.647,219200,0.785,0,-5.414,0.165,160.015,0.943
I Wish You Would,0.016,0.648,207440,0.898,9.91e-05,-5.963,0.0513,118.02,0.502
Bad Blood,0.0871,0.65,211933,0.802,6.54e-06,-6.114,0.181,170.146,0.295
Wildest Dreams,0.0702,0.554,220440,0.666,0.00593,-7.414,0.0747,140.056,0.472
How You Get The Girl,0.00461,0.764,247533,0.66,0.00477,-6.136,0.0494,119.988,0.524
This Love,0.635,0.475,250093,0.459,0,-8.768,0.0333,143.988,0.0828
I Know Places,0.231,0.596,195707,0.763,0,-4.99,0.0661,159.958,0.507
Clean,0.241,0.81,271000,0.379,0,-7.771,0.0349,103.981,0.22
State Of Grace,0.000197,0.588,295187,0.825,0.00138,-5.882,0.0328,129.968,0.397
Red,0.0773,0.602,220827,0.896,8.87e-05,-4.267,0.0437,124.978,0.641
Treacherous,0.101,0.705,240773,0.621,4.3e-06,-8.086,0.0334,109.993,0.395
I Knew You Were Trouble.,0.00454,0.622,217973,0.469,2.25e-06,-6.798,0.0363,77.019,0.679
All Too Well,0.0382,0.602,327893,0.609,0.0002,-7.803,0.0243,93.06,0.337
22,0.00215,0.658,230133,0.729,0.0013,-6.561,0.0378,104.007,0.668
I Almost Do,0.0173,0.567,242573,0.481,4.13e-05,-7.357,0.027,145.865,0.233
We Are Never Ever Getting Back Together,0.00957,0.628,191880,0.676,2.65e-05,-5.911,0.0916,85.984,0.75
Stay Stay Stay,0.307,0.729,204827,0.748,1.29e-06,-6.67,0.0245,99.981,0.928
The Last Time,0.035,0.505,298293,0.443,3.15e-06,-7.039,0.0276,94.069,0.123
Holy Ground,0.0162,0.627,201853,0.816,0.00208,-6.698,0.0774,157.043,0.648
Sad Beautiful Tragic,0.632,0.624,283680,0.34,0.0337,-12.411,0.029,129.987,0.261
The Lucky One,0.0371,0.706,240133,0.499,0,-7.675,0.0369,117.937,0.545
Everything Has Changed,0.36,0.624,243933,0.458,3.89e-06,-6.755,0.0287,80.017,0.436
Starlight,0.0213,0.649,217827,0.777,0.000335,-5.804,0.0406,126.018,0.587
Begin Again,0.199,0.53,237613,0.526,3.52e-06,-8.349,0.0263,79.025,0.323
The Moment I Knew,0.187,0.62,285560,0.506,1.47e-05,-7.327,0.0312,126.015,0.275
Come Back...Be Here,0.00471,0.483,222707,0.548,2.01e-06,-6.291,0.0254,79.926,0.217
Girl At Home,0.272,0.733,220320,0.59,0,-5.86,0.0284,125.048,0.633
Treacherous - Original Demo Recording,0.175,0.828,239720,0.64,6.14e-05,-8.248,0.0355,109.993,0.519
Red - Original Demo Recording,0.113,0.678,226280,0.902,0.000235,-4.659,0.0358,124.998,0.637
State Of Grace - Acoustic,0.664,0.626,323080,0.118,0.000169,-15.91,0.0305,105.597,0.0682
State Of Grace,0.000197,0.588,295187,0.825,0.00138,-5.882,0.0328,129.968,0.397
Red,0.0773,0.602,220827,0.896,8.87e-05,-4.267,0.0437,124.978,0.641
Treacherous,0.101,0.705,240773,0.621,4.3e-06,-8.086,0.0334,109.993,0.395
I Knew You Were Trouble.,0.00454,0.622,217973,0.469,2.25e-06,-6.798,0.0363,77.019,0.679
All Too Well,0.0382,0.602,327893,0.609,0.0002,-7.803,0.0243,93.06,0.337
22,0.00215,0.658,230133,0.729,0.0013,-6.561,0.0378,104.007,0.668
I Almost Do,0.0173,0.567,242573,0.481,4.13e-05,-7.357,0.027,145.865,0.233
We Are Never Ever Getting Back Together,0.00957,0.628,191880,0.676,2.65e-05,-5.911,0.0916,85.984,0.75
Stay Stay Stay,0.307,0.729,204827,0.748,1.29e-06,-6.67,0.0245,99.981,0.928
The Last Time,0.035,0.505,298293,0.443,3.15e-06,-7.039,0.0276,94.069,0.123
Holy Ground,0.0162,0.627,201853,0.816,0.00208,-6.698,0.0774,157.043,0.648
Sad Beautiful Tragic,0.632,0.624,283680,0.34,0.0337,-12.411,0.029,129.987,0.261
The Lucky One,0.0371,0.706,240133,0.499,0,-7.675,0.0369,117.937,0.545
Everything Has Changed,0.36,0.624,243933,0.458,3.89e-06,-6.755,0.0287,80.017,0.436
Starlight,0.0213,0.649,217827,0.777,0.000335,-5.804,0.0406,126.018,0.587
Begin Again,0.199,0.53,237613,0.526,3.52e-06,-8.349,0.0263,79.025,0.323
Sparks Fly - Live/2011,0.00917,0.455,336827,0.783,0,-5.184,0.0393,114.981,0.298
Mine - Live/2011,0.00233,0.496,259280,0.852,0,-4.775,0.0373,120.969,0.442
The Story Of Us - Live,0.00048,0.419,290520,0.908,0,-5.156,0.0651,139.813,0.472
Mean - Live/2011,0.154,0.429,246373,0.915,0,-4.373,0.069,163.752,0.432
Ours - Live/2011,0.715,0.421,245973,0.355,0,-10.21,0.0298,77.769,0.267
Back To December/Apologize/You're Not Sorry - Live/2011/Medley,0.155,0.374,362827,0.516,0,-8.745,0.0294,142.057,0.171
Better Than Revenge - Live/2011,0.00306,0.445,344573,0.887,2.67e-05,-5.629,0.0768,145.954,0.386
Speak Now - Live/2011,0.0636,0.615,248147,0.694,1.28e-06,-5.251,0.0318,118.876,0.373
Last Kiss - Live/2011,0.205,0.427,369067,0.395,8.73e-06,-12.551,0.0291,79.517,0.188
Drops Of Jupiter - Live/2011,0.806,0.374,315173,0.504,0,-8.407,0.0392,109.025,0.27
Bette Davis Eyes - Live/2011,0.713,0.327,189147,0.488,0,-9.287,0.0322,104.46,0.363
I Want You Back - Live/2011,0.794,0.536,83253,0.512,0.000122,-6.794,0.0341,97.397,0.249
Dear John - Live/2011,0.0157,0.521,404680,0.386,0,-8.784,0.0301,119.518,0.138
Enchanted - Live/2011,0.0747,0.34,389213,0.663,2.34e-06,-5.597,0.0331,163.678,0.214
Haunted - Live/2011,0.0245,0.338,292427,0.818,0,-7.495,0.0496,162.157,0.177
Long Live - Live/2011,0.0053,0.544,376467,0.728,0,-5.838,0.0282,101.939,0.204
Mine,0.00265,0.624,230707,0.757,1.87e-06,-2.94,0.0296,121.07,0.658
Sparks Fly,0.0396,0.605,260933,0.787,1.42e-06,-3.002,0.0308,114.987,0.374
Back To December,0.117,0.529,293027,0.67,0,-4.663,0.0303,141.893,0.286
Speak Now,0.095,0.709,240760,0.599,0,-3.734,0.0304,118.975,0.735
Dear John,0.166,0.589,403920,0.47,1.45e-06,-5.32,0.028,119.386,0.102
Mean,0.452,0.568,237733,0.761,0,-3.987,0.0459,163.974,0.789
The Story Of Us,0.00478,0.543,265667,0.818,0.000368,-3.611,0.0398,139.898,0.683
Never Grow Up,0.819,0.714,290467,0.305,0,-8.837,0.0305,124.91,0.554
Enchanted,0.0739,0.455,352187,0.623,0.000424,-3.878,0.0288,163.893,0.208
Better Than Revenge,0.0139,0.516,217160,0.917,6.37e-06,-3.186,0.0827,145.821,0.635
Innocent,0.186,0.552,302253,0.608,0,-5.29,0.0259,134.05,0.17
Haunted,0.0826,0.436,242080,0.95,1.08e-06,-2.627,0.057,162.088,0.352
Last Kiss,0.57,0.371,367133,0.341,3.09e-05,-9.475,0.0319,89.038,0.196
Long Live,0.036,0.418,317453,0.68,7.59e-05,-4.3,0.0347,204.12,0.142
Ours,0.537,0.608,237920,0.569,0,-7.227,0.0284,159.845,0.238
If This Was A Movie,0.166,0.511,234547,0.719,4.54e-06,-3.457,0.0265,147.852,0.289
Superman,0.0268,0.582,275960,0.765,1.95e-06,-3.648,0.0324,131.982,0.559
Back To December - Acoustic,0.748,0.541,292560,0.453,0,-6.459,0.0266,141.757,0.377
Haunted - Acoustic Version,0.842,0.563,217613,0.443,0,-5.078,0.0247,80.962,0.313
Mine - POP Mix,0.00727,0.695,230333,0.723,1.2e-06,-3.806,0.0285,121.011,0.679
Mine,0.00265,0.624,230707,0.757,1.87e-06,-2.94,0.0296,121.07,0.658
Sparks Fly,0.0396,0.605,260933,0.787,1.42e-06,-3.002,0.0308,114.987,0.374
Back To December,0.117,0.529,293027,0.67,0,-4.663,0.0303,141.893,0.286
Speak Now,0.095,0.709,240760,0.599,0,-3.734,0.0304,118.975,0.735
Dear John,0.166,0.589,403920,0.47,1.45e-06,-5.32,0.028,119.386,0.102
Mean,0.452,0.568,237733,0.761,0,-3.987,0.0459,163.974,0.789
The Story Of Us,0.00478,0.543,265667,0.818,0.000368,-3.611,0.0398,139.898,0.683
Never Grow Up,0.819,0.714,290467,0.305,0,-8.837,0.0305,124.91,0.554
Enchanted,0.0739,0.455,352187,0.623,0.000424,-3.878,0.0288,163.893,0.208
Better Than Revenge,0.0139,0.516,217160,0.917,6.37e-06,-3.186,0.0827,145.821,0.635
Innocent,0.186,0.552,302253,0.608,0,-5.29,0.0259,134.05,0.17
Haunted,0.0826,0.436,242080,0.95,1.08e-06,-2.627,0.057,162.088,0.352
Last Kiss,0.57,0.371,367133,0.341,3.09e-05,-9.475,0.0319,89.038,0.196
Long Live,0.036,0.418,317947,0.68,7.59e-05,-4.3,0.0346,204.125,0.142
Jump Then Fall,0.111,0.618,237067,0.687,0,-5.737,0.0271,79.991,0.82
Untouchable,0.0583,0.419,311040,0.454,3.78e-06,-6.809,0.0335,200.017,0.288
Forever & Always - Piano Version,0.852,0.592,267507,0.16,0,-10.785,0.0347,118.929,0.294
Come In With The Rain,0.0868,0.527,238107,0.475,4.34e-06,-6.205,0.0258,143.962,0.224
SuperStar,0.367,0.61,261453,0.531,0,-6.123,0.0239,85.979,0.228
The Other Side Of The Door,0.169,0.476,237600,0.816,0,-4.279,0.0347,163.847,0.469
Fearless,0.0364,0.598,242000,0.714,1.04e-06,-4.397,0.0273,99.979,0.467
Fifteen,0.0728,0.559,294347,0.636,0,-4.4,0.0263,95.485,0.214
Love Story,0.157,0.618,235280,0.736,0,-3.937,0.0308,118.982,0.307
Hey Stephen,0.168,0.843,254320,0.553,2.66e-06,-7.348,0.0317,115.997,0.825
White Horse,0.302,0.585,234440,0.346,0,-8.014,0.0256,92.564,0.195
You Belong With Me,0.164,0.687,231147,0.771,2.46e-05,-4.424,0.0384,129.964,0.445
Breathe,0.373,0.498,263987,0.486,0,-7.384,0.0273,147.952,0.17
Tell Me Why,0.0606,0.601,200560,0.852,3.41e-06,-3.096,0.0386,100.015,0.513
You're Not Sorry,0.13,0.459,261800,0.459,2.3e-06,-4.126,0.0275,134.018,0.281
The Way I Loved You,0.0322,0.436,244240,0.712,0,-3.689,0.0329,160.886,0.379
Forever & Always,0.0907,0.605,225333,0.829,0,-4.993,0.0549,128.012,0.514
The Best Day,0.611,0.664,245347,0.447,1e-06,-8.535,0.0292,126.079,0.364
Change,0.00471,0.548,281053,0.756,0,-4.175,0.036,96.038,0.224
Fearless,0.04,0.594,241987,0.712,0,-4.418,0.0273,99.972,0.476
Fifteen,0.067,0.556,294333,0.651,0,-4.396,0.0266,95.485,0.203
Love Story,0.17,0.618,235267,0.741,0,-3.95,0.031,118.984,0.296
Hey Stephen,0.194,0.841,254307,0.544,2.48e-06,-7.347,0.0309,115.994,0.831
White Horse,0.305,0.578,234427,0.34,0,-8.027,0.0264,92.702,0.223
You Belong With Me,0.162,0.687,231133,0.783,1.35e-05,-4.44,0.0386,129.964,0.443
Breathe,0.379,0.505,263973,0.482,0,-7.372,0.0276,73.975,0.184
Tell Me Why,0.0571,0.604,200547,0.855,3.65e-06,-3.097,0.038,99.96,0.51
You're Not Sorry,0.146,0.475,261787,0.452,1.36e-06,-4.134,0.027,133.959,0.276
The Way I Loved You,0.0408,0.433,244227,0.7,0,-3.709,0.0336,160.927,0.398
Forever & Always,0.0752,0.608,225320,0.821,0,-4.985,0.0576,128.042,0.544
The Best Day,0.647,0.666,245333,0.434,1.95e-06,-8.543,0.0289,126.084,0.396
Change,0.00408,0.541,280240,0.77,0,-4.17,0.0354,96.013,0.215
Love Story - Live From Clear Channel Stripped 2008,0.659,0.741,221028,0.444,0,-7.031,0.0311,119.006,0.512
Fearless - Live From Clear Channel Stripped 2008,0.814,0.623,198247,0.266,0,-5.894,0.026,96.601,0.467
Beautiful Eyes - Live From Clear Channel Stripped 2008,0.596,0.627,176316,0.704,0,-3.739,0.0269,98.958,0.457
Untouchable - Live From Clear Channel Stripped 2008,0.856,0.731,222959,0.184,0,-9.235,0.0418,102.404,0.331
Teardrops On My Guitar - Live From Clear Channel Stripped 2008,0.664,0.344,196347,0.801,0,-5.373,0.0574,204.489,0.615
Picture To Burn - Live From Clear Channel Stripped 2008,0.266,0.647,173899,0.872,0,-1.953,0.0524,105.798,0.684
Should've Said No - Live From Clear Channel Stripped 2008,0.399,0.429,228474,0.808,0,-3.004,0.0677,171.537,0.438
Change - Live From Clear Channel Stripped 2008,0.156,0.243,258487,0.712,0,-4.307,0.0577,202.319,0.273
Tim McGraw,0.575,0.58,232107,0.491,0,-6.462,0.0251,76.009,0.425
Picture To Burn,0.173,0.658,173067,0.877,0,-2.098,0.0323,105.586,0.821
Teardrops On My Guitar - Radio Single Remix,0.288,0.621,203040,0.417,0,-6.941,0.0231,99.953,0.289
A Place in this World,0.051,0.576,199200,0.777,0,-2.881,0.0324,115.028,0.428
Cold As You,0.217,0.418,239013,0.482,0,-5.769,0.0266,175.558,0.261
The Outside,0.00491,0.589,207107,0.805,0,-4.055,0.0293,112.982,0.591
Tied Together with a Smile,0.525,0.479,248107,0.578,0,-4.963,0.0294,146.165,0.192
Stay Beautiful,0.0868,0.594,236053,0.629,0,-4.919,0.0246,131.597,0.504
Should've Said No,0.0103,0.476,242200,0.777,0,-3.771,0.0289,167.964,0.472
Mary's Song (Oh My My My),0.0177,0.403,213080,0.627,0,-5.28,0.0292,74.9,0.374
Our Song,0.111,0.668,201107,0.672,0,-4.931,0.0303,89.011,0.539
I'm Only Me When I'm With You,0.00452,0.563,213053,0.934,0.000807,-3.629,0.0646,143.964,0.518
Invisible,0.637,0.612,203227,0.394,0,-5.723,0.0243,96.001,0.233
A Perfectly Good Heart,0.00349,0.483,220147,0.751,0,-5.726,0.0365,156.092,0.268
Teardrops on My Guitar - Pop Version,0.0402,0.459,179067,0.753,0,-3.827,0.0537,199.997,0.483
